# x and average y for the best solution found, chi=0.085562
#  q       exp_intensity   weighted_intensity
0.272110 1.167350 1.329340
0.272720 1.321500 1.326066
0.273330 1.029050 1.322808
0.273940 1.220670 1.319564
0.274550 1.052440 1.316390
0.275150 1.313600 1.313275
0.275760 1.416000 1.310106
0.276370 1.183560 1.306972
0.276980 1.106440 1.303860
0.277590 0.930334 1.300749
0.278200 1.129870 1.297633
0.278800 1.022160 1.294556
0.279410 1.242660 1.291431
0.280020 0.974447 1.288306
0.280630 1.188310 1.285160
0.281230 1.136710 1.282063
0.281840 1.308590 1.278909
0.282450 1.392600 1.275735
0.283060 1.353440 1.272551
0.283670 1.419120 1.269346
0.284270 1.350180 1.266183
0.284880 1.217050 1.262952
0.285490 1.324410 1.259682
0.286100 1.161180 1.256402
0.286710 1.467980 1.253117
0.287310 1.169210 1.249858
0.287920 1.250180 1.246517
0.288530 1.132960 1.243157
0.289140 1.035860 1.239785
0.289750 1.163600 1.236386
0.290350 0.961013 1.233028
0.290960 1.170890 1.229603
0.291570 1.097960 1.226155
0.292180 1.271310 1.222698
0.292790 1.244830 1.219224
0.293390 1.383060 1.215792
0.294000 1.303820 1.212296
0.294610 1.071530 1.208798
0.295220 0.923689 1.205292
0.295830 1.038950 1.201773
0.296430 1.036170 1.198307
0.297040 0.926486 1.194781
0.297650 0.975980 1.191264
0.298260 0.961896 1.187751
0.298860 0.923403 1.184301
0.299470 1.128420 1.180803
0.300080 0.864585 1.177312
0.300690 1.200850 1.173846
0.301300 0.983437 1.170392
0.301900 1.144740 1.167004
0.302510 1.153700 1.163585
0.303120 1.251600 1.160179
0.303730 1.129440 1.156806
0.304340 1.313730 1.153455
0.304950 1.394600 1.150121
0.305550 1.294700 1.146891
0.306160 1.527560 1.143629
0.306770 1.307600 1.140415
0.307380 1.434840 1.137230
0.307980 1.402220 1.134114
0.308590 1.292580 1.131031
0.309200 0.950330 1.127968
0.309810 0.998112 1.124942
0.310420 1.207680 1.121991
0.311020 1.206220 1.119124
0.311630 1.196240 1.116256
0.312240 1.193110 1.113430
0.312850 1.001470 1.110667
0.313460 1.210890 1.107965
0.314060 1.365120 1.105337
0.314670 1.249680 1.102748
0.315280 1.351440 1.100203
0.315890 1.303620 1.097708
0.316500 1.340440 1.095302
0.317100 1.398880 1.092968
0.317710 0.965040 1.090661
0.318320 1.112640 1.088425
0.318930 1.041810 1.086254
0.319540 1.052630 1.084148
0.320140 1.132520 1.082108
0.320750 1.029580 1.080110
0.321360 0.993816 1.078177
0.321970 0.968356 1.076290
0.322570 0.965360 1.074522
0.323180 0.948812 1.072762
0.323790 1.098140 1.071075
0.324400 0.846905 1.069447
0.325010 0.581301 1.067850
0.326220 0.963077 1.064900
0.327440 0.986568 1.062187
